Domain;Phylum;Class;Order;Family;Genus;Species
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;corrodens
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;exigua
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;anophelis
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;meningoseptica
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;endophytica
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;genomosp
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;meningoseptica
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;miricola
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;minutum
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;sp
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cytophagaceae;Emticicia;oligotrophica
Fungi;Microsporidia;Microsporea;Microsporidia;Unikaryonidae;Encephalitozoon;cuniculi
Fungi;Microsporidia;X;X;Unikaryonidae;Encephalitozoon;hellem
Fungi;Microsporidia;X;X;Unikaryonidae;Encephalitozoon;intestinalis
Fungi;Microsporidia;X;X;Unikaryonidae;Encephalitozoon;romaleae
Viruses;X;X;X;Baboon;endogenous;virus
Viruses;X;X;X;Human;endogenous;retrovirus
Viruses;X;X;X;Porcine;endogenous;retrovirus
Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;proavitum
Bacteria;Proteobacteria;Gammaproteobacteria;unclassified;unclassified;Endoriftia;persephone
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;aerosaccus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;adhaerens
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;medicae
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;meliloti
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer;sojae
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;kobei
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;ludwigii
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;aerogenes
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;asburiae
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;cancerogenus
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;cloacae
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;hormaechei
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;kobei
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;lignolyticus
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;ludwigii
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;xiangfangensis
Viruses;dsDNA_viruses;X;X;X;Enterobacteria;phage
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacteriaceae;bacterium
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;bolteae
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;casseliflavus
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;durans
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecalis
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecium
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;gallinarum
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;hirae
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;italicus
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;mundtii
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;silesiacus
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;sp
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;thailandicus
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;wangshanyuanii
Viruses;dsDNAviruses;X;Caudovirales;Siphoviridae;Enterococcus;phage
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;freundtii
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;luminosum
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;melaleucae
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;somnilux
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Epidermophyton;floccosum
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium;lentocellum
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium;sp
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Eremococcus;coleocola
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;cymbalariae
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;gossypii
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;carotovora 
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;amylovora
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;billingiae
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;pyrifoliae
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;tasmaniensis
Viruses;dsDNA_viruses;X;X;X;Erwinia;phage
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;larvae
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;rhusiopathiae
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae;bacterium
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;atlanticus
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;flavus
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;gangjinensis
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;litoralis
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;seohaensis
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;sp
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;atlanticus
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;flacus
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;gangjinensis
Bacteria;Protebacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;marmotae
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;albertii
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;coli
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;fergusonii
Viruses;dsDNA_viruses;X;X;X;Escherichia;phage
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ethanoligenens;harbinense
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;callanderi
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;cellulosolvens
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;eligens
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;hallii
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;limosum
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;rectale
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae; Eubacterium; rectale
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;saburreum
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;saphenum
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;siraeum
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;sp
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;sulci
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;ventriosum
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium;antarcticum
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium;mexicanum
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium;sibiricum
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium;sp
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Ezakiella;massiliensis
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;prausnitzii
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;sp
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;rodentium
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;balearica
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Ferriphaselus;amnicola
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;placidus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Ferroplasmaceae;Ferroplasma;acidarmanus
Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;islandicum
Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;pennivorans
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Fervidobacterium;nodosum
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Fervidobacterium;sp
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrella;sp
Bacteria;Fibrobacteres;Fibrobacteres;Fibrobacterales;Fibrobacteraceae;Fibrobacter;succinogenes
Viruses;X;X;X;Rabbit;fibroma;virus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;arsenicus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;phosphorivorans
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;phosphorivorans 
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor;alocis
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor;sp
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Filimonas;lacunae
Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fibriimonadaceae;Fimbriimonas;ginsengisoli
Bacteria;Firmicutes;Clostridia;Clostridiales;Finegoldia;Finegoldia;magna
Bacteria;Cyanobacteria;Nostocophycidae;Nostocales;Hapalosiphonaceae;Fischerella;sp
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flacobacteriaceae;Flacobacterium;communis
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;sp
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae;bacterium
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae;Flammeovirgaceae;bacterium
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Flammulina;velutipes
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;tropicus
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga;eckloniae
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae;bacterium
Bacteria;Bacteroidetes;Flavobacteria;Flacobacteriales;Flacobacteriaceae;Flavobacterium;branchiophilum
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;anhuiense
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;communis
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;johnsoniae
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;psychrophilum
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;sp
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;anhuiense
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;columnare
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;communis
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;crassostreae
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;gilvum
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;indicum
Viruses;dsDNA_viruses;X;X;X;Flavobacterium;phage
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;plautii
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus;sp
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;sp
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Flexistipes;sinusarabici
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Flexistipes;sp
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Crocinitomicaceae;Fluviicola;sp
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Crocinitomicaceae;Fluviicola;taffensis
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae;Fluviicola;sp
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola;taffensis
Viruses;X;X;X;Feline;foamy;virus
Viruses;X;X;X;Spleen;focus-forming;virus
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Formosa;sp
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;cf
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;halioticida
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;hispaniensis
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;noatunensis
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;novicida
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;persica
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;philomiragia
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;tularensis
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankia;alni
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankia;sp
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankia;symbiont
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;casuarinae
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia;inefficax
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria;aurantia
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Frateuria;sp
Bacteria;Proteobacteria;Gammaproteobacteria;Yanthomonadales;Rhodanobacteraceae;Frateuria;aurantia
Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Frischella;perrara
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Frondihabitans;sp
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Fructobacillus;fructosus
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Fuerstia;marisgermanicae
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Fulvimarina;pelagi
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;circinatum
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;graminearum
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;oxysporum
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;solani
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;gonidiaformans
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;hwasookii
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;mortiferum
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;nucleatum
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;pseudoperiodonticum
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;ulcerans
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Fusobacteriaceae;Fusobacterium;varium
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Galactomyces;candidum
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium;anatis
Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Gallionella;capsiferriformans
Viruses;dsDNA_viruses;X;Retroviridae;Orthoretrovirinae;Gammaretrovirus;PreXMRV-1
Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;applanatum
Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;lucidum
Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;meredithae
Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;sinense
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;vaginalis
Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Coleofasciculaceae;Geitlerinema;sp
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Rubrivivax;gelatinosus;
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;haemolysans
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;moribillum
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;morbillorum
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;oral
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;sanguinis
Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella;sp
Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Chroococcaceae;Geminocystis;sp
Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata;obscuriglobus
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;sp
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;kalamazoonesis
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;kaustophilus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;sp
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;thermodenitrificans
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;thermoglucosidasius
Viruses;X;X;X;X;Geobacillus;virus
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;bemidjiensis
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;lovleyi
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;metallireducens
